address,name,symbol,onchain_mcap
0xa8c2b8eec3d368c0253ad3dae65a5f2bbb89c929,CertiK Token,CTK,0
0x95c78222b3d6e262426483d42cfa53685a67ab9d,Venus BUSD,vBUSD,0
0x2222227e22102fe3322098e4cbfe18cfebd57c95,Alien Worlds Trilium,TLM,0
0x8e17ed70334c87ece574c9d537bc153d8609e2a3,Binance-Peg wazirx token,WRX,0
0x18e37f96628db3037d633fe4d469fb1933a63c5b,MovieBloc,MBL,0
0x857b222fc79e1cbbf8ca5f78cb133d1b7cf34bbd,LTO Network,LTO,0
0x935a544bf5816e3a7c13db2efe3009ffda0acda2,Bluzelle Token,BLZ,0
0x7849ed1447250d0b896f89b58f3075b127ca29b3,TOKPIE,TKP,0
0x8263cd1601fe73c066bf49cc09841f35348e3be0,Altura,ALU,0
0xa2120b9e674d3fc3875f415a7df52e382f141225,Automata,ATA,0
0x7324c7c0d95cebc73eea7e85cbaac0dbdf88a05b,Onyxcoin,XCN,0
0xf218184af829cf2b0019f8e6f0b2423498a36983,MATH Token,MATH,0
0xAa5B0fb7FA0BA99ad615cFf4B7Cc2106275efA54,PlatON LAT,LAT,0
0xe80772eaf6e2e18b651f160bc9158b2a5cafca65,USD+,USD+,0
0xe9c803f48dffe50180bd5b01dc04da939e3445fc,Velas,VLX,0
0x590d11c0696b0023176f5d7587d6b2f502a08047,LooksRare,LOOKS,0
0x91a483538deea8ef583b413166a91e709bd2c8f6,Poo Chi,SIR,0
0x8443f091997f06a61670b735ed92734f5628692f,Bella Protocol,BEL,0
0x1ae369a6ab222aff166325b7b87eb9af06c86e57,10Set Token,10SET,0
0xb59490ab09a0f526cc7305822ac65f2ab12f9723,Litentry,LIT,0
0x070a08beef8d36734dd67a491202ff35a6a16d97,Binance-Peg Smooth Love Potion,SLP,0
0xe91a8d2c584ca93c7405f15c22cdfe53c29896e3,DEXTools,DEXT,0
0x990e7154bb999faa9b2fa5ed29e822703311ea85,BSC-Peg Thunder Token,TT,0
0xaa9e582e5751d703f85912903bacaddfed26484c,Hacken Token,HAI,0
0x631c2f0edabac799f07550aee4ff0bf7fd35212b,Poollotto.finance,PLT,0
0x6d86f0a41c3966cef8ea139648db707e912563c9,mCoin,MCOIN,0
0xbe1a001fe942f96eea22ba08783140b9dcc09d28,Beta Token,BETA,0
0xff44967f2e4ebe0b8c5b6812f25e1b9bcec70b34,Zedxion,Zedxion,0
0x8FFf93E810a2eDaaFc326eDEE51071DA9d398E83,Bitrise Token,BRISE,0
0xaaa9214f675316182eaa21c85f0ca99160cc3aaa,QANX Token,QANX,0
0x47c454ca6be2f6def6f32b638c80f91c9c3c5949,Games For A Living,GFAL,0
0xf3c7cecf8cbc3066f9a87b310cebe198d00479ac,FEG Token,FEG,0
0x96dd399f9c3afda1f194182f71600f1b65946501,Contentos,COS,0
0x8cd6e29d3686d24d3c2018cee54621ea0f89313b,Nuls,NULS,0
0xfd5840cd36d94d7229439859c0112a4185bc0255,Venus USDT,vUSDT,0
0xeceb87cf00dcbf2d4e2880223743ff087a995ad9,NUM Token [via ChainPort.io],NUM,0
0x2003f7ba57ea956b05b85c60b4b2ceea9b111256,Binance-Peg Komodo Token,KMD,0
0x4a9a2b2b04549c3927dd2c9668a5ef3fca473623,Binance-Peg dForce Token,DF,0
0xec3fd540a2dee6f479be539d64da593a59e12d08,dForce Token,iDF,0
0x762539b45a1dcce3d36d080f74d1aed37844b878,Linear Token,LINA,0
0x0856978f7ffff0a2471b4520e3521c4b3343e36f,Binance-Peg IDEX Token,IDEX,0
0xed8c8aa8299c10f067496bb66f8cc7fb338a3405,Prosper,PROS,0
0xe0f94ac5462997d2bc57287ac3a3ae4c31345d66,CEEK,CEEK,0
0xebc76079da0c245fae7225b58a57a54809b40618,BNBPay,BPAY,0
0x965f527d9159dce6288a2219db51fc6eef120dd1,Biswap,BSW,0
0xd4cb328a82bdf5f03eb737f37fa6b370aef3e888,Cream,CREAM,0
0x20de22029ab63cf9a7cf5feb2b737ca1ee4c82a6,Chess,CHESS,0
0x668db7aa38eac6b40c9d13dbe61361dc4c4611d1,Measurable Data Token,MDT,0
0x4b5c23cac08a567ecf0c1ffca8372a45a5d33743,FARM Reward Token,FARM,0
0xc03fBF20A586fa89C2a5f6F941458E1Fbc40c661,ComboToken,COMBO,0
0x8519ea49c997f50ceffa444d240fb655e89248aa,RAMP DEFI,RAMP,0
0xf21768ccbc73ea5b6fd3c687208a7c2def2d966e,Reef.finance,REEF,0
0xe64e30276c2f826febd3784958d6da7b55dfbad3,SwftCoin,SWFTC,0
0xfce146bf3146100cfe5db4129cf6c82b0ef4ad8c,renBTC,renBTC,0
0x2645d5f59d952ef2317c8e0aaa5a61c392ccd44d,UniLend Finance Token,UFT,0
0x184cff0e719826b966025F93e05d8C8b0a79b3F9,Trias Token,TRIAS,0
0xc98cf0876b23fb1f574be5c59e4217c80b34d327,Tethereum,T99,0
0x57d2a45653b329fac354b04cead92c4db71cf09f,IBStoken,IBS,0
0x13616f44ba82d63c8c0dc3ff843d36a8ec1c05a9,Travala.com Token,AVA,0
0xcafe001067cdef266afb7eb5a286dcfd277f3de5,ParaSwap,PSP,0
0x3F56e0c36d275367b8C502090EDF38289b3dEa0d,Mai Stablecoin,MAI,0
0x944824290cc12f31ae18ef51216a223ba4063092,Masa Token,MASA,0
0x7e624fa0e1c4abfd309cc15719b7e2580887f570,PolkastarterToken,POLS,0
0x8f0528ce5ef7b51152a59745befdd91d97091d2f,AlpacaToken,ALPACA,0
0x3917d6BdFFe43105A74E6F9c09B5206f0f3F5FC0,Lion Cat,LCAT,0
0x78F5d389F5CDCcFc41594aBaB4B0Ed02F31398b3,APX Token,APX,0
0x6bff4fb161347ad7de4a625ae5aa3a1ca7077819,AdEx Network,ADX,0
0x4C882ec256823eE773B25b414d36F92ef58a7c0C,pStake Finance,PSTAKE,0
0xbc7a566b85ef73f935e640a06b5a8b031cd975df,Blockasset,BLOCK,0
0xd21d29b38374528675c34936bf7d5dd693d2a577,Parsiq Token,PRQ,0
0x003d87d02A2A01E9E8a20f507C83E15DD83A33d1,GT Protocol,GTAI,0
0xeca41281c24451168a37211f0bc2b8645af45092,TokenPocket Token,TPT,0
0xCa3F508B8e4Dd382eE878A314789373D80A5190A,beefy.finance,BIFI,0
0x9f589e3eabe42ebc94a44727b3f3531c0c877809,Tokocrypto Token,TKO,0
0x0b15ddf19d47e6a86a56148fb4afffc6929bcb89,Impossible Decentralized Incubator Access Token,IDIA,0
0xa64455a4553c9034236734faddaddbb64ace4cc7,FC Santos Fan Token,SANTOS,0
0x5de3939b2f811a61d830e6f52d13b066881412ab,Proton,XPR,0
0x5c4bcc4dbaeabc7659f6435bce4e659314ebad87,NuNet Utility Token,NTX,0
0x2AB0e9e4eE70FFf1fB9D67031E44F6410170d00e,XEN Crypto,bXEN,0
0x90ed8f1dc86388f14b64ba8fb4bbd23099f18240,Singularity Dao,SDAO,0
0x968f6f898a6df937fc1859b323ac2f14643e3fed,Newscrypto,NWC,0
0xd6fdde76b8c1c45b33790cc8751d5b88984c44ec,StrikeX,STRX,0
0x298Eff8af1ecEbbB2c034eaA3b9a5d0Cc56c59CD,Phantasma Stake,SOUL,0
0xfebe8c1ed424dbf688551d4e2267e7a53698f0aa,Vita Inu,VINU,0
0x66207E39bb77e6B99aaB56795C7c340C08520d83,Rupiah Token,IDRT,0
0x3c6dad0475d3a1696b359dc04c99fd401be134da,SAITO,SAITO,0
0xd40bedb44c081d2935eeba6ef5a3c8a31a1bbe13,Metahero,HERO,0
0x42981d0bfbAf196529376EE702F2a9Eb9092fcB5,SafeMoon,SFM,0
0x968bE3F7bfeF0F8eDc3c1aD90232EbB0DA0867aA,Seedworld,SWORLD,0
0xd1738eb733a636d1b8665f48bc8a24da889c2562,Frax Price Index Share,FPIS,0
0x9a2f5556e9a637e8fbce886d8e3cf8b316a1d8a2,BIDR BEP20,BIDR,0
0xa026Ad2ceDa16Ca5FC28fd3C72f99e2C332c8a26,XCAD Token,XCAD,0
0xa7f552078dcc247c2684336020c03648500c6d9f,Ellipsis,EPS,0
0x88d7e9b65dc24cf54f5edef929225fc3e1580c25,JumpToken,JMPT,0
0xa57ac35ce91ee92caefaa8dc04140c8e232c2e50,Pitbull,PIT,0
0xae9269f27437f0fcbc232d39ec814844a51d6b8f,Burger Swap,BURGER,0
0x1ba8d3c4c219b124d351f603060663bd1bcd9bbf,Binance-Peg TornadoCash Token,TORN,0
0x7f70642d88cf1c4a3a7abb072b53b929b653eda5,Binance-Peg YFII.finance Token,YFII,0
0x361c60b7c2828fcab80988d00d1d542c83387b50,DFI (DefiChain),DFI,0
0x1bdd3Cf7F79cfB8EdbB955f20ad99211551BA275,Liquid Staking BNB,BNBx,0
0xdacd068618fcdb358f8951eca2af3e2d7e7555c6,Game Ai,GAT,0
0x9fdc3ae5c814b79dca2556564047c5e7e5449c19,decentral.games on xDai from xDai,$DG,0
0xeac9873291ddaca754ea5642114151f3035c67a2,Decubate Token,DCB,0
0x373e768f79c820aa441540d254dca6d045c6d25b,DeRace Token,DERC,0
0xc0924edefb2c0c303de2d0c21bff07ab763163b5,Steam Exchange,SteamX,0
0x6f51a1674befdd77f7ab1246b83adb9f13613762,Seedify NFT Space,SNFTS,0
0x9c65ab58d8d978db963e63f2bfb7121627e3a739,MDX Token,MDX,0
0x0f1cbed8efa0e012adbccb1638d0ab0147d5ac00,HELLO,HELLO,0
0x04756126f044634c9a0f0e985e60c88a51acc206,Carbon,CSIX,0
0x766AFcf83Fd5eaf884B3d529b432CA27A6d84617,Bolide,BLID,0
0x58b9cb810a68a7f3e1e4f8cb45d1b9b3c79705e8,Everclear,NEXT,0
0x39ae8eefb05138f418bb27659c21632dc1ddab10,KardiaChain Token,KAI,0
0x34980c35353A8D7B1A1BA02e02E387a8383e004A,SNAKE,SNK,0
0x38f9bf9dce51833ec7f03c9dc218197999999999,Nya,NYA,0
0x09a6c44c3947b69e2b45f4d51b67e6a39acfb506,UniCrypt on xDai on BSC,UNCX,0
0xf4c8e32eadec4bfe97e0f595add0f4450a863a11,THENA,THE,0
0xbd2949f67dcdc549c6ebe98696449fa79d988a9f,Wrapped MTRG on BSC by Meter.io,MTRG,0
0xF2c96E402c9199682d5dED26D3771c6B192c01af,Scallop,SCLP,0
0xa4fffc757e8c4f24e7b209c033c123d20983ad40,hoge.finance,HOGE,0
0x5921dee8556c4593eefcfad3ca5e2f618606483b,MTLX-ERC20,anyMTLX,0
0x5857c96dae9cf8511b08cb07f85753c472d36ea3,Fuse Token on BSC,FUSE,0
0x650b940a1033b8a1b1873f78730fcfc73ec11f1f,Venus LINK,vLINK,0
0x070a9867ea49ce7afc4505817204860e823489fe,SIX Token,SIX,0
0x602b6c6cce5f95c00603bd07d8fa7ebaf3747d44,Rejuve Token,RJV,0
0xe2a59d5e33c6540e18aaa46bf98917ac3158db0d,PureFi Token,UFI,0
0x3d473c3ef4cd4c909b020f48477a2ee2617a8e3c,Rigo Token,GRG,0
0x8d11ec38a3eb5e956b052f67da8bdc9bef8abf3e,KIRA Network,KEX,0
0x57a5297f2cb2c0aac9d554660acd6d385ab50c6b,Venus LTC,vLTC,0
0x50428d9c4f21ee7b34a2643459cb336f70bcf843,SyncGPT,SYNC,0
0xcf10117b30c7a5fc7c77b611bfc2555610dd4b3a,NOTAI,NOTAI,0
0x7e35d0e9180bf3a1fc47b0d110be7a21a10b41fe,OVR,OVR,0
0xf98b660adf2ed7d9d9d9daacc2fb0cace4f21835,Symbiosis,SIS,0
0xF574Ba6bde97cC09784e616ebAeD432b4e896B49,VLaunch,VPAD,0
0x334b3ecb4dca3593bccc3c7ebd1a1c1d1780fbf1,Venus DAI,vDAI,0
0x8ddeec6b677c7c552c9f3563b99e4ff90b862ebc,BlockApeScissors,BAS,0
0xe20b9e246db5a0d21bf9209e4858bc9a3ff7a034,Wrapped Banano,wBAN,0
0xBa08Da6b46E3dd153DD8b66A6E4cfd37A6359559,Custodiy (V3),CTY,0
0xC001BBe2B87079294C63EcE98BdD0a88D761434e,EverGrow Coin,EGC,0
0xeb34de0c4b2955ce0ff1526cdf735c9e6d249d09,Imported GBYTE,GBYTE,0
0x5b6bf0c7f989de824677cfbd507d9635965e9cd3,Gamium,GMM,0
0xcd6926193308d3b371fdd6a6219067e550000000,NEST,NEST,0
0x35de111558f691f77f791fb0c08b2d6b931a9d47,Chain Games,bCHAIN,0
0x475bfaa1848591ae0e6ab69600f48d828f61a80e,Everdome,DOME,0
0x4a080377f83d669d7bb83b3184a8a5e61b500608,XEND,XEND,0
0x77edfae59a7948d66e9911a30cc787d2172343d4,LABEL,LBL,0
0x4ac81e3631DcDa62109e3117c4CAE7bf70BbbbD2,SavePlanetEarth,SPE,0
0x3cb26f04223e948b8d810a7bd170620afbd42e67,AREON,AREA,0
0x6911f552842236bd9e8ea8ddbb3fb414e2c5fa9d,Synapse Network,SNP,0
0x60322971a672b81bcce5947706d22c19daecf6fb,MarsDAO,MDAO,0
0x6067490d05f3cf2fdffc0e353b1f5fd6e5ccdf70,MMPRO Token,MMPRO,0
0xC17c30e98541188614dF99239cABD40280810cA3,EverRise,RISE,0
0x1633b7157e7638c4d6593436111bf125ee74703f,Splintershards,SPS,0
0x1bdaf9ddd7658d8049391971d1fd48c0484f66ec,Cogito Governance Token,CGV,0
0x4bd17003473389a42daf6a0a729f6fdb328bbbd7,VAI Stablecoin,VAI,0
